2,,Name,Number,ManagingPartner,State,RegisteredDate
1171,,ILIGAN PARTNERSHIP,P02082020,ABDULLA ZIDHAN MOHAMED,Registered,13-Dec-2020
1172,,RESOL MALDIVES,P02092020,MOHAMED NABAAH KHALID,Registered,15-Dec-2020
1173,,T9,P02112020,AHMED SAMEEN,Registered,16-Dec-2020
1174,,ITEMIZED,P02122020,AHMED FAIZ,Registered,17-Dec-2020
1175,,FIVE TWENTY,P02242020,UBAIDURRAHMAN,Registered,29-Dec-2020
1176,,TIANTANG GEMS,P02132020,MOHAMED SHIYAM,Registered,17-Dec-2020
1177,,REGNO,P02152020,AHMED MAHEE MURUTHALA,Registered,20-Dec-2020
1178,,PICK AND DROP,P02172020,FATHIMATH AZWA ISMAIL,Registered,22-Dec-2020
1179,,AA GUESTHOUSES,P02182020,ABDHULLAH ALIM ALI,Registered,23-Dec-2020
1180,,EVENTCAST MALDIVES,P02202020,ISMAIL MOHAMED,Registered,24-Dec-2020
1181,,BKM,P02192020,MOHAMED SHAREEF ALI,Registered,24-Dec-2020
1182,,VADI INTERIOR,P02222020,FATHIMATH SHAAMALY JAUFAR,Registered,28-Dec-2020
1183,,CAFE DELICIA,P02212020,Hussain Ibthisham,Registered,27-Dec-2020
1184,,BUILD & CO,P02232020,ALI MADEEH,Registered,28-Dec-2020
1185,,PATRONUS CHAMBERS,P02252020,Aishath Yoosuf Fulhu,Registered,29-Dec-2020
1186,,WARDROBE BY DUNK,P02262020,ISMAIL ALI,Registered,30-Dec-2020
1187,,GHANY & CO,P02272020,ABDUL GHANEE MOHAMED,Registered,31-Dec-2020
1188,,BYS INVESTMENTS,P00012021,YASEEN NAEEM,Registered,06-Jan-2021
1189,,FAZELA,P00022021,Khadeeja Ali,Registered,06-Jan-2021
1190,,RAFEEG AND SONS,P00032021,ALI RAFEEG,Registered,10-Jan-2021
1191,,JIHAAD PARTNERSHIP,P00192021,ABDUL AZEEZ,Registered,31-Jan-2021
1192,,BLUE SAND STUDIOS,P00042021,Ibrahim Lirar Hussain Mohamed,Registered,12-Jan-2021
1193,,NABEEZ,P00092021,ABDULLA ZIYAAD,Registered,20-Jan-2021
1194,,K FARM,P00052021,ISMAIL RAEEF,Registered,17-Jan-2021
1195,,NOVICE,P00072021,AHMED SOBEEH,Registered,18-Jan-2021
1196,,SAKURA INVESTMENT,P00082021,AHMED RAZEE,Registered,19-Jan-2021
1197,,ELITE LAW ASSOCIATES,P00062021,ABDUL SATTAR MOHAMED,Registered,18-Jan-2021
1198,,SIX BROTHERS INVESTMENT,P00112021,ABDUL MUHUSIN ABOOBAKURU,Registered,21-Jan-2021
1199,,RAZZO,P01102021,Mohamed Maaniu Muruthala,Registered,08-Aug-2021
1200,,HHI,P00102021,MOHAMED HAMDHAN FAHUMY,Registered,20-Jan-2021
1201,,CUISINE CULTURE,P00122021,Mohamed Nashid,Registered,21-Jan-2021
1202,,LEGAL TRUE AID SERVICE,P00132021,IRUSHAD ZAHIR,Registered,21-Jan-2021
1203,,FOLLOW ME INVESTMENT,P00142021,MAUROOF MOOSA,Registered,26-Jan-2021
1204,,LE COPAINS,P00472021,Fathimath Thamauneena,Registered,14-Mar-2021
1205,,MALDIVES FINANCIAL REVIEW,P00152021,HUSSAIN SHAM ADAM,Registered,26-Jan-2021
1206,,COLORLAND,P00162021,NASRULLAH ABDUL WAHID,Registered,28-Jan-2021
1207,,PIQPAQ TRAVELS,P00172021,MOHAMED HAMMAD,Registered,28-Jan-2021
1208,,LAW MAAFAANU,P00202021,FATHIMATH ZOONA,Registered,31-Jan-2021
1209,,ZIHA ALUMINIUM,P00212021,Hassan Khaleel,Registered,01-Feb-2021
1210,,SPORTS LINE,P00222021,MOHAMED HUMAID,Registered,02-Feb-2021
1211,,ATOLL CHAMBERS,P00242021,MOHAMED NAAHEE NASEEM,Registered,03-Feb-2021
1212,,MALDIPHARMA,P00232021,Hassan Manaf,Registered,02-Feb-2021
1213,,THORNTON PARTNERS LLP,P00252021,AHMED ALI,Registered,07-Feb-2021
1214,,IMPERIA ADVISORY MALDIVES,P00262021,MUJAHID MOHAMED,Registered,10-Feb-2021
1215,,FASRUMAA,P00302021,Ibrahim Asim,Registered,21-Feb-2021
1216,,LUCID MED VITALITY,P00272021,HUSSAIN NAZEER,Registered,15-Feb-2021
1217,,ASSURE ENGINEERING,P00312021,MOHAMED MAJID,Registered,21-Feb-2021
1218,,PRISM HOLDINGS,P00332021,IBRAHIM MUSID,Registered,23-Feb-2021
1219,,PICK ZONE,P00282021,AHMED AZEEL,Registered,17-Feb-2021
1220,,RAKENTA,P00292021,UMAR MOHAMED SAEED,Registered,18-Feb-2021
1221,,EQUINOX INVESTMENTS,P00322021,Mohamed Shafeeu,Registered,22-Feb-2021
1222,,MALDIVIANT,P00342021,Hassaan Mohamed,Registered,24-Feb-2021
1223,,UNIQUE PRINT,P00392021,HASSAN ZIYAD,Registered,02-Mar-2021
1224,,BLUE HAT CO,P00362021,Mohamed Yooshau,Registered,01-Mar-2021
1225,,THE CHROM ENTERPRISE,P00352021,AMINATH NIUMA,Registered,01-Mar-2021
1226,,QUAERO GUIDANCE CENTRE,P00382021,Sama Ibrahim Didi,Registered,02-Mar-2021
1227,,THREE WAY,P00372021,AHMED ASIR,Registered,02-Mar-2021
1228,,HAIRWAY TO HEAVEN,P00402021,Aminath Raushan Imad,Registered,03-Mar-2021
1229,,HEAVENLY RESIDENCE,P00422021,ABDULLA MASEEH,Registered,03-Mar-2021
1230,,SFAI MALDIVES BUSINESS SCHOOL,P00412021,IBRAHIM SHAMEEM,Registered,03-Mar-2021
1231,,A.Z,P00442021,HUSSEIN ZAYAN SHAHEED ZAKI,Registered,04-Mar-2021
1232,,UNIFY GROUP,P00432021,AMINATH LIYOONI SALEEM,Registered,04-Mar-2021
1233,,BISHAM & SINAZ,P00452021,AISHATH BISAM,Registered,07-Mar-2021
1234,,FENIX,P00462021,Ibrahim Siyaz,Registered,14-Mar-2021
1235,,THE SHADES,P00482021,NASRULLA SALIH,Registered,16-Mar-2021
1236,,DHIVEHI DRIVING SCHOOL,P00512021,ALI RIFAU,Registered,16-Mar-2021
1237,,HARUDHANAA INVESTMENT,P00502021,IBRAHIM SAEED MOHAMED,Registered,16-Mar-2021
1238,,OPIO,P00522021,HUSSAIN SIMAN,Registered,17-Mar-2021
1239,,THREE ONE INVESTMENT,P00532021,AHMED NAFIZ,Registered,17-Mar-2021
1240,,MALDIVES LEGAL SERVICES,P00552021,IBRAHIM WAHEED ALI,Registered,18-Mar-2021
1241,,WOODWORKERS ENGINEERING SOLUTIONS,P00542021,Mohamed Ali Didi,Registered,18-Mar-2021
1242,,VAVOY MART,P00562021,FATHIMATH SHAAN,Registered,21-Mar-2021
1243,,TECH-TIC,P00582021,Fathmath Jeena,Registered,23-Mar-2021
1244,,HORIZON MALDIVES,P00572021,RIYAAZ FAREED,Registered,23-Mar-2021
1245,,MEGA DELIVERY,P00592021,Mohamed Afrah Abdul Saththar,Registered,24-Mar-2021
1246,,L ENGINEERING WOKSHOP,P00652021,Ahmed Latheef,Registered,18-Apr-2021
1247,,SHOP AND SAVOR,P01042021,AHMED ZULAIN,Registered,12-Jul-2021
1248,,STAR CROSSED,P00602021,ASLAM,Registered,05-Apr-2021
1249,,LAMPO TRADERS,P00622021,Mohamed Anoof Aboobakuru,Registered,07-Apr-2021
1250,,CAFE' HONEYCOMB,P00612021,AISHATH REENA,Registered,06-Apr-2021
1251,,VLS MALDIVES,P00632021,ANWAR NAEEM,Registered,14-Apr-2021
1252,,FORTIFIED INVESTMENT,P00692021,Mohamed Shafeeu,Registered,25-Apr-2021
1253,,KANBULO CAFE,P00642021,MOHAMED NAFIZ,Registered,18-Apr-2021
1254,,MAHAROADHI,P00672021,Naufal Moosa,Registered,19-Apr-2021
1255,,CARE MAX,P00662021,MOHAMED WAFIR,Registered,19-Apr-2021
1256,,CRAFTSMAN PRO,P00682021,Hussain Adam,Registered,21-Apr-2021
1257,,SAMO,P00712021,IBRAHIM SAMEER,Registered,29-Apr-2021
1258,,THE DIVE SOCIETY,P00742021,AMINATH ZAYA HASSAN,Registered,04-May-2021
1259,,THAUFEEQ & CO,P00752021,ISHRAQ THAUFEEQ,Registered,06-May-2021
1260,,NUVAGADI,P00722021,AHMED NISHAM,Registered,03-May-2021
1261,,SINCERE BLOCKS MALDIVES,P00762021,MOHAMED SAEED,Registered,12-May-2021
1262,,ALCHEMY ASSOCIATES,P00822021,MOHAMED SHAFEEQ,Registered,25-May-2021
1263,,FINE MALDIVES,P00732021,NASRULLA SAEED,Registered,04-May-2021
1264,,AL-QAMAR,P00792021,SHIYANA FIKRY,Registered,24-May-2021
1265,,TECHEVOLUTION,P00772021,Ismail Fazeel,Registered,19-May-2021
1266,,BODU KATHEEB KAAFA INVESTMENTS,P00782021,Hassan Mohamed Irushad,Registered,20-May-2021
1267,,L&T INFRASTRUCTURE ENGINEERING LIMITED AND LEA ASSOCIATES SOUTH ASIA PRIVATE LIMITED JV,P00802021,L&T INFRASTRUCTURE ENGINEERING LIMITED,Registered,24-May-2021
1268,,AUTO EXPERTS,P00862021,MOHAMED HUSAM SAEED,Registered,10-Jun-2021
1269,,LEGALIS,P00812021,Mariyam Sunaina,Registered,24-May-2021
1270,,APEX FITNESS,P00842021,Abdulla Firaz,Registered,25-May-2021
1271,,EMME FRESH,P00852021,ISMAIL SAEED,Registered,06-Jun-2021
1272,,RASHU PAY,P00922021,Ahmed Nizar,Registered,14-Jun-2021
1273,,AZURE WELLNESS,P00942021,MOHAMED IBRAHIM,Registered,17-Jun-2021
1274,,MOHAN MUTHA ASHOKA BUILDCON,P00882021,,Registered,13-Jun-2021
1275,,MUSCLEMANIA MALDIVES,P00912021,IBRAHIM RUSHDY,Registered,14-Jun-2021
1276,,FAN MV,P00872021,ADAM HAMEED,Registered,10-Jun-2021
1277,,BOXCO,P00902021,Mohamed Shafiu Shafeeq,Registered,14-Jun-2021
1278,,TOTAL QUALITY LOGISTICS MALDIVES,P00932021,ABDULLA NAZIH,Registered,16-Jun-2021
1279,,VOLENS LAWYERS,P00892021,ABDULLA ALI,Registered,14-Jun-2021
1280,,VIZARD,P00972021,Asyad Hammad,Registered,23-Jun-2021
1281,,Cafe Orris,P00952021,ABDULLA SAEED KHALID,Registered,20-Jun-2021
1282,,SR Blue,P01382021,IBRAHIM RIYAZ,Registered,16-Sep-2021
1283,,ASA TOURISM CONSULTING,P00982021,ANEES MOHAMED,Registered,24-Jun-2021
1284,,MAAKEYOLHU PARTNERS,P00962021,MOOSA SAFRAAZ,Registered,23-Jun-2021
1285,,MYSHIPEE MALDIVES,P01092021,ABDULLA FAREEZ,Registered,03-Aug-2021
1286,,CV Ventures,P00992021,AISH MOHAMED SAEED,Registered,28-Jun-2021
1287,,ZANS,P01022021,SHIYAMA WAHEED,Registered,08-Jul-2021
1288,,LUYOONA,P01052021,IBRAHIM MOHAMED,Registered,15-Jul-2021
1289,,Sephium,P01002021,Mohamed Idhaadh,Registered,01-Jul-2021
1290,,Alvaan,P01012021,ADAM MOHAMED SAMEER,Registered,04-Jul-2021
1291,,MEDELLIN INVESTMENTS,P01032021,Ameen Ibrahim,Registered,08-Jul-2021
1292,,CORREL COUNSELS,P01062021,SHAMEEM FAISAL AHMED,Registered,15-Jul-2021
1293,,SalePush Investment,P01072021,Arif Rasheed,Registered,15-Jul-2021
1294,,Sunny Breeze,P01082021,Hussain Musthafa,Registered,01-Aug-2021
1295,,HEERAS NEWS,P01362021,ABDULLAH MUAAZ YOOSUF,Registered,15-Sep-2021
1296,,VIYAFAARI SOLUTIONS,P01572021,Abdulla Waheed,Registered,19-Oct-2021
1297,,FINIROALHI THODDOO INN,P01112021,MOHAMED IBRAHIM,Registered,12-Aug-2021
1298,,SEROTONIN,P01142021,MOHAMED ZAHID,Registered,16-Aug-2021
1299,,SILVERLINE LAW ASSOCIATES,P01122021,Dr. Ahmed Abdulla Didi,Registered,12-Aug-2021
1300,,TERESA,P01162021,FATHMATH HANAN MOOSA,Registered,18-Aug-2021
1301,,RUKUMADI INVESTMENTS,P01132021,Saddam Hassan,Registered,15-Aug-2021
1302,,CELLTECH HULHUMALE,P01212021,AHMED SOLAAH,Registered,01-Sep-2021
1303,,LIMITAS,P01152021,Abdulla Hamzath Naseem,Registered,18-Aug-2021
1304,,Silver Apple Investment,P01172021,Ahmed Zahid Hassan,Registered,24-Aug-2021
1305,,BALMA MART,P01222021,AHMED MUJUTHABA,Registered,01-Sep-2021
1306,,BALMA BEACH RESTAURANT,P01232021,AHMED MUJUTHABA,Registered,01-Sep-2021
1307,,UAS Brothers,P01202021,Mohamed Sunain,Registered,31-Aug-2021
1308,,Ukulhas Wave,P01302021,HUSHAM ZAID,Registered,07-Sep-2021
1309,,Le Wave,P01182021,IBRAHIM LUTHFEE,Registered,26-Aug-2021
1310,,Equator Supply,P01312021,ILYAS MOHAMED,Registered,08-Sep-2021
1311,,ELITE ACADEMY,P01442021,Aminath Rushma,Registered,22-Sep-2021
1312,,ASSURANCE LEGAL SERVICES LLP,P01242021,Aishath Amjidha,Registered,02-Sep-2021
1313,,Seven One Investments,P01192021,AISHATH HANNAH,Registered,31-Aug-2021
1314,,Go Dough Girl,P01262021,AMINATH IRUFA MAHIR,Registered,06-Sep-2021
1315,,Berryland Maldives,P01272021,ABDULLA RASHEED,Registered,06-Sep-2021
1316,,Greengage,P01252021,SHAHID AHMED WAHEED,Registered,05-Sep-2021
1317,,Multi Products,P01462021,MOHAMED NAFIZ,Registered,28-Sep-2021
1318,,Maldivian Cinema,P01282021,Ali Usam,Registered,06-Sep-2021
1319,,Beezle,P01292021,Fathmath Nima,Registered,07-Sep-2021
1320,,FURAVERI BROTHERS,P01352021,Saruwaan Ibrahim Manik,Registered,15-Sep-2021
1321,,SHIFNY & MASHA,P01322021,Aishath Shifnee,Registered,13-Sep-2021
1322,,BIT MOBILES,P01372021,AHMED AKRAM,Registered,15-Sep-2021
1323,,NASHID & ASSOCIATE,P01422021,MOHAMED NASHID,Registered,21-Sep-2021
1324,,Atana Maldives,P01332021,AHMED SHATHIR,Registered,15-Sep-2021
1325,,Nuun Investments,P01392021,MARIYAM SHAHUDHA,Registered,19-Sep-2021
1326,,Sunny Route,P01342021,Ali Najah,Registered,15-Sep-2021
1327,,FIVE ENTERPRISES,P01412021,SULTAN SAEED,Registered,20-Sep-2021
1328,,REVIVE MEDICAL CENTRE,P01402021,Ali Mohamed Najeeb,Registered,20-Sep-2021
1329,,SOUTHERN SKYLINK,P01432021,Jailam Saeed,Registered,21-Sep-2021
1330,,Rashuvibes,P01452021,HUSHAM IBRAHIM,Registered,23-Sep-2021
1331,,Pure Policy,P01472021,Azneen Abdul Azeez,Registered,30-Sep-2021
1332,,DHIVEHI CHAMBERS,P01482021,ALI RIZA ISMAIL,Registered,30-Sep-2021
1333,,Fast Investments,P01512021,AISHATH HAFEEZ,Registered,11-Oct-2021
1334,,Quraisha,P01502021,MOOMINA EASA FULHU,Registered,06-Oct-2021
1335,,RIGHTIVE,P01522021,ASIYA AZEEMA,Registered,13-Oct-2021
1336,,BOIFUSHI DEVELOPMENT,P01532021,ALI NISHAF RASHEED,Registered,13-Oct-2021
1337,,TWIN RESOLUTIONS,P01562021,Ahmed Azzam Saeed,Registered,19-Oct-2021
1338,,TROPICAL SAND,P01492021,RAHUMATHULLAH ASHRAF,Registered,05-Oct-2021
1339,,BEYIN,P01542021,Umar Thaib Mohamed Hashim,Registered,14-Oct-2021
1340,,Artbees,P01702021,Saadha Ali,Registered,18-Nov-2021
1341,,PALMTEAK PARTNERS,P01552021,MOHAMED LATHEEF,Registered,14-Oct-2021
1342,,JAISHA HOLDINGS,P01622021,Aishath Abdul Razzaq,Registered,28-Oct-2021
1343,,Mini Porch,P01612021,Jaisha Ahmed Rasheed,Registered,27-Oct-2021
1344,,CINCO BROTHERS,P01902021,AHMED SHAREEF,Registered,14-Dec-2021
1345,,BizDynamic,P01632021,ismail nizam,Registered,28-Oct-2021
1346,,Cerith Holdings,P01602021,GURAISH RAMEEZ,Registered,26-Oct-2021
1347,,Faris & Co Consultancy,P01592021,THOLHATH RASHEED,Registered,25-Oct-2021
1348,,H & S Consultancy Law Firm,P01642021,MOHAMED SHAHEEM ALI SAEED,Registered,31-Oct-2021
1349,,Pest Co,P01652021,EYNAS AHMED,Registered,09-Nov-2021
1350,,CAFE' DE HALF CUP,P01692021,AbdullaAli,Registered,17-Nov-2021
1351,,Solarpunk,P00162022,AHMED JINAN ALI,Registered,25-Jan-2022
1352,,Ramora Maldives,P01672021,Samaah Rasheed,Registered,14-Nov-2021
1353,,DUNK BY WARDROBE,P01662021,ISMAIL ALI,Registered,14-Nov-2021
1354,,Crown Chambers,P01682021,Ahmed Hailam,Registered,16-Nov-2021
1355,,TEALBLUE,P01712021,AHMED RASHEED ADAM,Registered,22-Nov-2021
1356,,HNS Associates,P01722021,ABDULLA HUSHAM,Registered,22-Nov-2021
1357,,TRU IMPORTERS MALDIVES,P01732021,SHAHEED RASHEED,Registered,22-Nov-2021
1358,,Trade tranquility,P01752021,HASSAN SUJAU,Registered,24-Nov-2021
1359,,LawCare Legal,P01802021,MARIYAM INASHA,Registered,01-Dec-2021
1360,,DYY Aquarium & Pets,P01742021,MOHAMED NIYAZ,Registered,24-Nov-2021
1361,,Elite Comfort,P01772021,MOHAMED SAEED,Registered,29-Nov-2021
1362,,FRIEND ME,P01762021,AHMED HALEEM,Registered,25-Nov-2021
1363,,HRDNC,P00152022,MOHAMED SHAMHAAN AHMED SHUKUREE,Registered,25-Jan-2022
1364,,Tasty Trove Bakery,P01782021,Ahmed Mahid,Registered,30-Nov-2021
1365,,JAS Fashion,P01812021,Shaineez Abdullah,Registered,01-Dec-2021
1366,,LITTLE BERRY,P01822021,DHIFLA MOHAMED ISMAIL,Registered,06-Dec-2021
1367,,Dhivehi Law Firm,P01842021,ABDUL SALAAM LUTHUFEE,Registered,08-Dec-2021
1368,,Qahwa,P01792021,HUSSAIN JAWAD,Registered,01-Dec-2021
1369,,Kurimagu 2,P01862021,Mariyam Shafeega Abdulla,Registered,14-Dec-2021
1370,,Street Mechanic,P01832021,Ahmed Rasheed,Registered,07-Dec-2021
1371,,LEGALINE,P01852021,AMINATH SANA,Registered,13-Dec-2021
1372,,T PARK,P01872021,MOHAMED SHAMY,Registered,14-Dec-2021
1373,,White Star Advocates,P01922021,Hussain Rameez,Registered,19-Dec-2021
1374,,MAIN WAY,P01972021,ISMAIL AHMED,Registered,21-Dec-2021
1375,,MIAN INVESTMENT,P01892021,ARHAM MUSTHAFA,Registered,14-Dec-2021
1376,,KOMI-T INVESTMENTS,P02032021,Azuhar Mohamed,Registered,30-Dec-2021
1377,,Print Co,P00582022,Ali Husham,Registered,12-Apr-2022
1378,,99 Sports,P01882021,Mohamed Safiyyu,Registered,14-Dec-2021
1379,,RANIGN,P01992021,AMINATH ELAF ABDULLA,Registered,26-Dec-2021
1380,,SIX BRICKS,P01932021,MOHAMED MEESHAM MOOSA,Registered,19-Dec-2021
1381,,Odlucan Investments,P01942021,MOHAMED IMRAH IBRAHIM,Registered,19-Dec-2021
1382,,BEACH GYM,P01912021,SHIFAZ RASHID,Registered,15-Dec-2021
1383,,IT MALDIVES,P01982021,Abdulla Nazeeh,Registered,21-Dec-2021
1384,,MULTICAP INVESTMENT,P01952021,Ahmed Asif,Registered,20-Dec-2021
1385,,Honey Mart,P00032022,AHMED WAHEED,Registered,03-Jan-2022
1386,,Dhivehi Trading,P02012021,SAHULU NASHIDH,Registered,29-Dec-2021
1387,,Trillium Partners,P00042022,Ahmed Rifnaz,Registered,04-Jan-2022
1388,,Raw Eggs,P02022021,ADAM ZUBIN SALEEM,Registered,29-Dec-2021
1389,,Dhiyana & Fathimath,P02002021,FATHIMATH LATHEEF,Registered,28-Dec-2021
1390,,Brothers & sons,P02042021,SHAMZOON MOHAMED,Registered,30-Dec-2021
1391,,clous,P00022022,Hassan Jawad,Registered,03-Jan-2022
1392,,Asrafee Thinadhoo,P00012022,MOHAMED RASHEED,Registered,03-Jan-2022
1393,,AF Associates,P00052022,FATHIMATH ABDUL LATHEEF,Registered,04-Jan-2022
1394,,Longsleeve,P00072022,AMINATH MUNA,Registered,06-Jan-2022
1395,,UMYR,P00062022,SHABAB RASHEED,Registered,06-Jan-2022
1396,,Modern Trading,P00102022,YAMEEN ADAM,Registered,11-Jan-2022
1397,,RO MALDIVES,P00112022,ABDULLA NAZIH,Registered,13-Jan-2022
1398,,rubaee,P00092022,IBRAHIM MOHAMED,Registered,11-Jan-2022
1399,,Ahmed Ali Legal Firm,P00082022,AHMED ALI,Registered,10-Jan-2022
1400,,GATEWAY LAWSUIT,P00142022,AMINATH SHIFAZA,Registered,24-Jan-2022
1401,,KEMEX MALDIVES,P00182022,AHMED ALAM,Registered,31-Jan-2022
1402,,Numinous,P00122022,Amjad Ali,Registered,16-Jan-2022
1403,,ABAAN CHAMBERS,P00192022,IBRAHIM ALI,Registered,01-Feb-2022
1404,,Zero Star,P00132022,AHMED FAHMEE,Registered,18-Jan-2022
1405,,Chipoo's Investment,P00242022,ADAM SAJIDH,Registered,08-Feb-2022
1406,,AMMU DESIGNS,P00172022,ALI SHINAN,Registered,27-Jan-2022
1407,,ONDO,P00292022,AISHATH LEESHA,Registered,13-Feb-2022
1408,,HAAMA WHOLESALE PARTNERS,P00272022,IBRAHIM RASHEED ALI,Registered,10-Feb-2022
1409,,BlueSky HomeStay,P00212022,ISMAIL RASHEED,Registered,07-Feb-2022
1410,,Adlyn's Bakery,P00232022,Aishath Adlyn Saleem,Registered,08-Feb-2022
1411,,SHAGA MALDIVES,P00222022,Ahmed Shahid,Registered,07-Feb-2022
1412,,PLAY TIME,P00302022,MOHAMED SIFAAU,Registered,13-Feb-2022
1413,,MALWORTH,P00262022,MOHAMED AFZAL,Registered,09-Feb-2022
1414,,Flores beauty studio,P00252022,Hasna Hassan,Registered,08-Feb-2022
1415,,Shelter Aluminium,P00332022,AHMED ABDULLA,Registered,17-Feb-2022
1416,,Zwei,P00282022,ALMA ABDUL RASHYD,Registered,10-Feb-2022
1417,,EN Care,P00312022,AHMED MURTHAZA,Registered,15-Feb-2022
1418,,HOME DELIVERY,P00342022,Ahmed Saim Saeed,Registered,20-Feb-2022
1419,,MV Investments,P00362022,NIMAD IBRAHIM,Registered,23-Feb-2022
1420,,Iolite Maldives,P00322022,AMINATH MAJIDA,Registered,17-Feb-2022
1421,,VKD INVESTMENTS,P00542022,ALI FAZIL,Registered,06-Apr-2022
1422,,Azmeen Umar & Co,P00352022,Azmeen Rasheed,Registered,20-Feb-2022
1423,,Gross Investment,P00432022,Waleed Abdulla,Registered,08-Mar-2022
1424,,The Justice Chambers,P00402022,AHMED THALIB,Registered,01-Mar-2022
1425,,Viola Partners,P00382022,ABDULLA YAAMIN,Registered,24-Feb-2022
1426,,D Avocats Chambers,P00392022,Mohamed Ibrahim,Registered,28-Feb-2022
1427,,wetalk,P00372022,ASIYATH HANEEF,Registered,24-Feb-2022
1428,,Waheed & Associates,P00412022,HUSSAIN WAHEED,Registered,02-Mar-2022
1429,,wright & co,P00442022,AHMED ZIYAN,Registered,08-Mar-2022
1430,,REFORGE ENTERPRISES,P00472022,Ibrahim Rashid,Registered,10-Mar-2022
1431,,SHC LAW & TAX 9361,P00422022,DHAANISH MOHAMED AMEEN,Registered,03-Mar-2022
1432,,H AND B,P00602022,HASSAN BILAAL,Registered,18-Apr-2022
1433,,Sinak,P00462022,HASSAN SINAN ABDULLA,Registered,09-Mar-2022
1434,,Azraq Investments,P00482022,OPIO ,Registered,10-Mar-2022
1435,,FIDUCIA CONSULTANCY,P00452022,HASSAN SAFWAN,Registered,09-Mar-2022
1436,,ISSE AND NAFU PROPERTIES,P00492022,Ismail Thaufeeq,Registered,17-Mar-2022
1437,,MOBIZ,P00502022,ALI NASEED,Registered,24-Mar-2022
1438,,Conn-In,P00512022,AHMED ADAM,Registered,28-Mar-2022
1439,,ensphere investments,P00532022,FATHIMATH LATHEEF,Registered,30-Mar-2022
1440,,Finac Institute for Developmental Studies,P00562022,ABDULLA YAMEEN,Registered,10-Apr-2022
1441,,Entry One,P00572022,MOHAMED IBRAHIM,Registered,10-Apr-2022
1442,,LEGAL WAY,P00552022,AHMED SABAH,Registered,07-Apr-2022
1443,,FCLLP ADVISORY SERVICES,P00832022,ALI FARIS MOHAMED,Registered,02-Jun-2022
1444,,FCLLP VALUATION SERVICES,P00822022,ALI FARIS MOHAMED,Registered,02-Jun-2022
1445,,Column Co.,P00592022,Fahim Naseer,Registered,13-Apr-2022
1446,,HALM HOLDINGS,P00622022,ABDHULLA MUFEED,Registered,20-Apr-2022
1447,,THE TOURIST SHOPPER,P00612022,ADAM ZAHIR,Registered,19-Apr-2022
1448,,SOYO Food and Hospitality,P00632022,Abdulla Atheef,Registered,26-Apr-2022
1449,,LOOPO,P00642022,MOHAMED NASHATH,Registered,26-Apr-2022
1450,,SAMA Boutique Hotels Fehendhoo,P00662022,AHMED WAFIR,Registered,08-May-2022
1451,,ZULEYKHA AND ASSOCIATES,P00652022,ZULAIKHA IBRAHIM,Registered,08-May-2022
1452,,A & I Law Associates,P00682022,IMRAN IBRAHIM,Registered,09-May-2022
1453,,Maldives Academic Recruiter & Consultant,P00672022,AHMED ALI JALEEL,Registered,09-May-2022
1454,,OTHER DIVERS,P00702022,ILHAM ABDULLA,Registered,12-May-2022
1455,,Tenet Lawyers,P00692022,AHMED MIRSHAN,Registered,10-May-2022
1456,,Malas Holdings,P00712022,Abdul Rahman Wafir,Registered,16-May-2022
1457,,PAPER LINK,P00732022,RUSHDHA RASHEED,Registered,17-May-2022
1458,,MADHADHU LAW,P00722022,AHMED RASHEED,Registered,16-May-2022
1459,,Way More Beautiful,P00792022,ZAINAB AHMED LATHEEF,Registered,26-May-2022
1460,,Zero Degree South,P00762022,IBRAHIM SHAREEF,Registered,23-May-2022
1461,,I DRIVE DRIVING SCHOOL,P00742022,ISMAIL NAIZ,Registered,22-May-2022
1462,,JMO Partners,P00782022,MUAZ MOHAMED,Registered,24-May-2022
1463,,La Olla,P00772022,Jinan Mohamed Shameem,Registered,24-May-2022
1464,,Peak Builders,P00752022,Iujaz Ismail,Registered,23-May-2022
1465,,Engineers Bureau,P00812022,ABDUL MATHEEN MOHAMED,Registered,29-May-2022
1466,,MARSINAS,P00802022,Afsheen Naseer,Registered,26-May-2022
1467,,INSAAF LEGAL,P00842022,IBRAHIM FAUZEE,Registered,02-Jun-2022
1468,,Aspera,P00852022,Ali Shifaau,Registered,05-Jun-2022
1469,,Overshadow Maldives,P00862022,MOHAMED ALI,Registered,06-Jun-2022
1470,,Z&S BROTHERS INVESTMENT,P00872022,Mohamed Ziyadh,Registered,07-Jun-2022
1471,,Tri R Legal Service,P00892022,RUSHDULLA IBRAHIM,Registered,09-Jun-2022
1472,,Lexway Chambers,P00922022,Dawood Atheef,Registered,13-Jun-2022
1473,,GROCERY BAG,P01032022,MOHAMED ZIYAD,Registered,21-Jun-2022
1474,,M O Plus pharmacy,P00882022,Mohamed Unais Ibrahim,Registered,08-Jun-2022
1475,,AMG Business Partners,P00902022,AHMED NASEEM,Registered,09-Jun-2022
1476,,AUTHENTIC ASSOCIATES,P00912022,MOHAMED MUAZ YASIR,Registered,12-Jun-2022
1477,,DUNK IN STYLE,P00972022,ISMAIL ALI,Registered,21-Jun-2022
1478,,Somnium,P00992022,Ahmed Shabin,Registered,21-Jun-2022
1479,,OTHER DIVERS DHIFFUSHI,P00932022,NORTHERN CROSS MALDIVES PVT LTD,Registered,15-Jun-2022
1480,,IMNAAN,P01022022,ABDULLA IBRAHIM,Registered,21-Jun-2022
